FIPS,X,Y,Year,SMOKING,POVERTY,PM25,NO2,SO2,RATE
1001,872679.179,1094432.99,1998,27,11.3,17.08,1.38,0.057,90.63
1001,872679.179,1094432.99,1999,26,11.4,15.38,1.04,0.055,90.39
1001,872679.179,1094432.99,2000,26,10.5,14.04,1.47,0.054,89.47
1001,872679.179,1094432.99,2001,26.5,10.8,13.87,1.74,0.051,89.3
1001,872679.179,1094432.99,2002,26.6,10.3,14.85,1.1,0.052,89.15
1001,872679.179,1094432.99,2003,26.3,10.4,13.88,0.9,0.053,87.26
1001,872679.179,1094432.99,2004,27.1,11.6,12.61,1.1,0.05,84.98
1001,872679.179,1094432.99,2005,26.4,10.4,12.59,1.17,0.055,85.56
1001,872679.179,1094432.99,2006,26.3,12.5,12.92,0.84,0.055,84.34
1001,872679.179,1094432.99,2007,25.6,10.4,12.57,0.77,0.056,82
1001,872679.179,1094432.99,2008,25.6,10.7,8.9,0.89,0.049,82.09
1001,872679.179,1094432.99,2009,25,11.2,9.29,0.63,0.037,80.1
1001,872679.179,1094432.99,2010,25.8,11.9,10.99,0.51,0.027,77.85
1001,872679.179,1094432.99,2011,25.8,14.9,10.27,0.64,0.029,78.07
1001,872679.179,1094432.99,2012,25.1,11.4,12.62,0.98,0.02,79.59
1003,789777.5039,884557.0795,1998,25.9,11,13.13,1.43,0.082,72.03
1003,789777.5039,884557.0795,1999,26,10.5,12.55,1.15,0.08,71
1003,789777.5039,884557.0795,2000,26.4,9.7,11.97,1.15,0.081,70.74
1003,789777.5039,884557.0795,2001,26.7,11.1,11.01,1.16,0.077,71.48
1003,789777.5039,884557.0795,2002,25.6,10.7,11.05,1.11,0.071,69.97
1003,789777.5039,884557.0795,2003,25.4,10.1,10.46,0.97,0.066,69.49
1003,789777.5039,884557.0795,2004,25.6,10,10.58,1.06,0.06,67.2
1003,789777.5039,884557.0795,2005,25.5,11.4,10.52,1.23,0.061,65.39
1003,789777.5039,884557.0795,2006,24.6,11,9.78,0.81,0.065,65.83
1003,789777.5039,884557.0795,2007,24.2,10.3,9.87,0.8,0.067,64.12
1003,789777.5039,884557.0795,2008,24.7,9.9,6.9,0.71,0.055,62.1
1003,789777.5039,884557.0795,2009,24.1,13.3,7.24,0.68,0.046,61
1003,789777.5039,884557.0795,2010,23,13.3,8.03,0.55,0.022,60.5
1003,789777.5039,884557.0795,2011,21.5,13.4,8.06,0.56,0.015,59.77
1003,789777.5039,884557.0795,2012,20.9,11.31,9.96,0.93,0.012,58.46
1005,997210.9974,1033023.763,1998,28.9,22.7,15.8,1.04,0.021,88.35
1005,997210.9974,1033023.763,1999,28.5,22.3,15.35,0.79,0.02,89.48
1005,997210.9974,1033023.763,2000,28.4,22.2,13.82,0.92,0.018,90.02
1005,997210.9974,1033023.763,2001,29,24.2,12.96,1.05,0.017,91.17
1005,997210.9974,1033023.763,2002,28.7,23.6,13.22,0.88,0.017,90.88
1005,997210.9974,1033023.763,2003,28.3,22.2,12.65,1.11,0.017,89.24
1005,997210.9974,1033023.763,2004,28.8,23.9,12.92,0.72,0.017,86.34
1005,997210.9974,1033023.763,2005,27.7,22.4,12.92,0.7,0.018,86.98
1005,997210.9974,1033023.763,2006,27.7,28.7,12.31,0.54,0.018,85.7
1005,997210.9974,1033023.763,2007,27.8,26.1,12.93,0.64,0.019,82.97
1005,997210.9974,1033023.763,2008,27.3,24.5,8.31,0.47,0.016,83.18
1005,997210.9974,1033023.763,2009,27.5,32.8,9,0.53,0.011,83.74
1005,997210.9974,1033023.763,2010,26.8,25.3,9.93,0.47,0.008,82.86
1005,997210.9974,1033023.763,2011,26.9,29.5,9.3,0.4,0.007,82.43
1005,997210.9974,1033023.763,2012,26.3,25.29,12.04,0.71,0.005,82.35
1007,822862.4715,1141553.577,1998,30.1,16.9,17.49,1.44,0.126,88.35
1007,822862.4715,1141553.577,1999,30.1,17.1,15.03,1.24,0.117,89.62
1007,822862.4715,1141553.577,2000,29.6,17.8,14.9,1.69,0.111,88.64
1007,822862.4715,1141553.577,2001,29.9,18.2,15.26,1.72,0.101,89.38
1007,822862.4715,1141553.577,2002,30.5,17.7,15.25,1.34,0.101,88.78
1007,822862.4715,1141553.577,2003,31.1,16.8,14.64,1.35,0.104,87.6
1007,822862.4715,1141553.577,2004,30.9,17.1,13.21,1.11,0.1,85.3
1007,822862.4715,1141553.577,2005,30.2,16.6,13.31,1.79,0.112,86.11
1007,822862.4715,1141553.577,2006,29.4,18.8,13.22,1.07,0.11,85.02
1007,822862.4715,1141553.577,2007,29,18.2,12.17,1.04,0.111,83.31
1007,822862.4715,1141553.577,2008,29.5,18.5,8.97,0.99,0.092,83.78
1007,822862.4715,1141553.577,2009,29.1,18.1,8.99,1.19,0.075,82.98
1007,822862.4715,1141553.577,2010,30.1,20.9,10.88,0.49,0.054,82.1
1007,822862.4715,1141553.577,2011,30.2,22.2,10.1,0.65,0.054,81.91
1007,822862.4715,1141553.577,2012,29.4,18.43,12.89,1.18,0.038,82.14
1009,863725.1736,1255735.164,1998,29.4,12.9,18.32,2.35,0.162,81.26
1009,863725.1736,1255735.164,1999,30.4,12.3,14.83,2.23,0.15,81.38
1009,863725.1736,1255735.164,2000,30.2,12,15.02,2.5,0.142,82.02
1009,863725.1736,1255735.164,2001,30.6,13.6,16.17,2.45,0.126,81.7
1009,863725.1736,1255735.164,2002,30.5,12.6,15.71,1.99,0.126,82.25
1009,863725.1736,1255735.164,2003,29.8,11.9,15.17,1.61,0.131,80.98
1009,863725.1736,1255735.164,2004,29.3,12.4,12.96,1.42,0.131,78.85
1009,863725.1736,1255735.164,2005,29.4,11.4,12.93,1.38,0.143,78.38
1009,863725.1736,1255735.164,2006,29.3,12.8,13.83,1.05,0.145,77.52
1009,863725.1736,1255735.164,2007,29,13.1,11.07,1.08,0.148,75.42
1009,863725.1736,1255735.164,2008,28.3,13.1,8.98,1.29,0.118,75.75
1009,863725.1736,1255735.164,2009,28.9,14.6,8.96,1.31,0.088,74.29
1009,863725.1736,1255735.164,2010,27.9,16.5,10.87,0.62,0.056,73.81
1009,863725.1736,1255735.164,2011,27.9,14.9,10.92,0.84,0.052,73.79
1009,863725.1736,1255735.164,2012,27.2,13.35,12.99,1.53,0.032,72.76
1011,964066.8275,1055199.419,1998,28.1,28,15.99,1.27,0.024,73.53
1011,964066.8275,1055199.419,1999,28.7,26.6,15.42,0.9,0.023,73.75
1011,964066.8275,1055199.419,2000,28.4,28.6,13.8,1.1,0.022,73.32
1011,964066.8275,1055199.419,2001,28.7,32.9,13.02,1.22,0.02,73.78
1011,964066.8275,1055199.419,2002,29.1,31.4,14.02,0.95,0.02,73.35
1011,964066.8275,1055199.419,2003,29.2,26.5,13.19,1.21,0.021,72.01
1011,964066.8275,1055199.419,2004,29.9,30.3,12.91,0.79,0.021,70.34
1011,964066.8275,1055199.419,2005,28.7,38.2,12.91,0.79,0.023,70.24
1011,964066.8275,1055199.419,2006,28.3,32.9,12.72,0.58,0.023,69.4
1011,964066.8275,1055199.419,2007,28.1,34,13.06,0.75,0.023,68.05
1011,964066.8275,1055199.419,2008,27.3,33.6,8.3,0.5,0.02,67.16
1011,964066.8275,1055199.419,2009,27.2,34.7,9.01,0.56,0.014,65.54
1011,964066.8275,1055199.419,2010,28,31.1,10.13,0.39,0.01,63.9
1011,964066.8275,1055199.419,2011,27.5,32.8,9.84,0.38,0.01,62.24
1011,964066.8275,1055199.419,2012,26.8,31.59,12.27,0.79,0.007,60.67
1013,877731.5725,1007285.71,1998,27.6,23.4,14.78,1.17,0.03,73.79
1013,877731.5725,1007285.71,1999,28.1,21.9,14.82,0.82,0.028,75.64
1013,877731.5725,1007285.71,2000,28.4,20.7,13.47,0.88,0.026,75.35
1013,877731.5725,1007285.71,2001,28.4,21.6,12.61,1.11,0.025,76.38
1013,877731.5725,1007285.71,2002,27.7,20.4,12.8,0.81,0.024,77
1013,877731.5725,1007285.71,2003,28.1,20,12.27,1.16,0.023,77.24
1013,877731.5725,1007285.71,2004,28.8,21,12.14,0.7,0.022,76.34
1013,877731.5725,1007285.71,2005,27.5,23.1,12.18,0.82,0.023,76.78
1013,877731.5725,1007285.71,2006,27.3,22.8,11.93,0.66,0.024,76.25
1013,877731.5725,1007285.71,2007,28.1,23.2,11.66,0.6,0.024,75.3
1013,877731.5725,1007285.71,2008,28.1,22.3,8,0.6,0.02,74.83
1013,877731.5725,1007285.71,2009,28.3,29.4,8.95,0.55,0.015,73.97
1013,877731.5725,1007285.71,2010,28.3,28.1,9.72,0.38,0.01,73.3
1013,877731.5725,1007285.71,2011,28.9,24.1,9.21,0.45,0.009,73.37
1013,877731.5725,1007285.71,2012,28.1,23.22,11.64,0.74,0.006,73.59
1015,933856.5711,1239468.533,1998,28.7,16.1,16.7,1.72,0.147,97.47
1015,933856.5711,1239468.533,1999,28.5,16.3,14.35,1.64,0.145,96.11
1015,933856.5711,1239468.533,2000,28.1,15.1,13.96,1.67,0.149,98.8
1015,933856.5711,1239468.533,2001,28.1,16.3,14.39,1.87,0.146,99.25
1015,933856.5711,1239468.533,2002,29,15.8,15.23,1.53,0.148,96.48
1015,933856.5711,1239468.533,2003,29.1,16.4,14.99,1.48,0.161,96.33
1015,933856.5711,1239468.533,2004,28.8,16.9,12.56,1.2,0.161,95.44
1015,933856.5711,1239468.533,2005,28.6,16.9,12.5,1.6,0.176,96.44
1015,933856.5711,1239468.533,2006,28.6,17.6,14.02,1.01,0.182,93.41
1015,933856.5711,1239468.533,2007,27.6,17.1,12.14,1.16,0.185,92.51
1015,933856.5711,1239468.533,2008,28.8,17.6,8.98,1.15,0.147,90.54
1015,933856.5711,1239468.533,2009,28.8,19,8.99,1.14,0.077,90.21
1015,933856.5711,1239468.533,2010,28.6,23.5,10.77,0.65,0.054,88.79
1015,933856.5711,1239468.533,2011,27.1,20.9,10.93,0.96,0.055,89.15
1015,933856.5711,1239468.533,2012,26.4,17.79,12.64,1.3,0.034,88.81
1017,984214.6861,1148648.711,1998,28.6,16.8,16.23,1.25,0.081,89.29
1017,984214.6861,1148648.711,1999,28.4,16.6,13.92,1.25,0.077,91.26
1017,984214.6861,1148648.711,2000,29.1,15.4,13.24,1.51,0.076,91.45
1017,984214.6861,1148648.711,2001,29.1,16.3,13.15,1.49,0.075,91.99
1017,984214.6861,1148648.711,2002,29.5,16.1,14.2,1.3,0.076,92.74
1017,984214.6861,1148648.711,2003,29.4,16.3,13.5,1.29,0.084,91.99
1017,984214.6861,1148648.711,2004,30.4,17.2,12.86,0.98,0.085,90.14
1017,984214.6861,1148648.711,2005,29.3,16.2,12.87,1.2,0.094,91.39
1017,984214.6861,1148648.711,2006,29.3,18.3,13.38,0.68,0.095,91.33
1017,984214.6861,1148648.711,2007,29.4,15.6,13.2,0.87,0.096,90.98
1017,984214.6861,1148648.711,2008,29.1,18.7,8.18,1.05,0.081,90.16
1017,984214.6861,1148648.711,2009,28.3,20.7,9,0.64,0.042,89.91
1017,984214.6861,1148648.711,2010,29.5,28.5,10.1,0.59,0.035,88.47
1017,984214.6861,1148648.711,2011,29,23.7,10,0.52,0.034,89.51
1017,984214.6861,1148648.711,2012,28.2,18.53,12.19,1.02,0.021,91.45
1019,949215.6474,1286592.363,1998,30,16.1,18.18,1.8,0.166,82.92
1019,949215.6474,1286592.363,1999,29.6,15.4,15.11,1.88,0.171,85.05
1019,949215.6474,1286592.363,2000,29.2,15.6,14.72,2.17,0.178,84.54
1019,949215.6474,1286592.363,2001,28.4,16.9,15.19,1.99,0.172,84.22
1019,949215.6474,1286592.363,2002,28.7,16.3,15.96,2.01,0.175,84.9
1019,949215.6474,1286592.363,2003,28.3,15.3,15.67,1.48,0.19,84.64
1019,949215.6474,1286592.363,2004,28.5,16.1,13.15,1.45,0.189,81.91
1019,949215.6474,1286592.363,2005,27.9,16.2,13.13,1.76,0.209,82.37
1019,949215.6474,1286592.363,2006,28.1,18.1,14.27,1.34,0.22,81.33
1019,949215.6474,1286592.363,2007,27.4,18.9,12.25,1.5,0.221,80.59
1019,949215.6474,1286592.363,2008,26.8,17.7,9.06,1.42,0.158,81.15
1019,949215.6474,1286592.363,2009,26.8,18.4,9.01,1.2,0.068,79.31
1019,949215.6474,1286592.363,2010,26.1,21.2,10.69,1,0.041,78.83
1019,949215.6474,1286592.363,2011,26.5,23.8,11.05,1.23,0.038,79.71
1019,949215.6474,1286592.363,2012,25.8,17.71,13.1,1.55,0.022,79.56
1021,862209.9831,1128435.63,1998,29.6,16,17.39,1.38,0.107,90.12
1021,862209.9831,1128435.63,1999,28.9,15.4,14.99,1.16,0.105,90.16
1021,862209.9831,1128435.63,2000,28.9,15.3,13.98,1.6,0.107,89.82
1021,862209.9831,1128435.63,2001,29.5,16.3,14.49,1.69,0.102,90.06
1021,862209.9831,1128435.63,2002,29.3,15.9,14.92,1.33,0.105,89.62
1021,862209.9831,1128435.63,2003,29.4,14.9,14.52,1.05,0.107,90.18
1021,862209.9831,1128435.63,2004,29.8,14.8,12.97,1.09,0.102,89.14
1021,862209.9831,1128435.63,2005,29,16.1,12.96,1.53,0.111,87.59
1021,862209.9831,1128435.63,2006,29,19,12.97,1.01,0.111,87.38
1021,862209.9831,1128435.63,2007,28.5,16.7,12.02,0.96,0.116,85.41
1021,862209.9831,1128435.63,2008,28.1,17.1,8.92,0.88,0.104,85.45
1021,862209.9831,1128435.63,2009,27.7,18.7,9,1.02,0.079,84.18
1021,862209.9831,1128435.63,2010,28.9,20.4,11,0.49,0.057,83.24
1021,862209.9831,1128435.63,2011,28.4,18.3,10.07,0.57,0.062,83.46
1021,862209.9831,1128435.63,2012,27.6,17,12.68,1.09,0.041,83.59
1023,726606.4744,1023615.755,1998,26.4,21.1,14.97,1.24,0.054,70.05
1023,726606.4744,1023615.755,1999,26.2,20,13.38,0.93,0.051,70.21
1023,726606.4744,1023615.755,2000,25.8,18.8,13.48,1.11,0.044,70.21
1023,726606.4744,1023615.755,2001,26.1,19.5,13.34,1.11,0.043,69.04
1023,726606.4744,1023615.755,2002,25.8,18.7,13.35,0.86,0.04,68.23
1023,726606.4744,1023615.755,2003,25.3,18.8,12.53,0.62,0.039,67.23
1023,726606.4744,1023615.755,2004,26.4,20.2,11.13,0.56,0.036,65.66
1023,726606.4744,1023615.755,2005,25.6,24.4,11.14,0.8,0.04,65.31
1023,726606.4744,1023615.755,2006,24.5,23.5,11.17,0.77,0.039,64.97
1023,726606.4744,1023615.755,2007,24.5,21.8,11.31,0.72,0.036,63.16
1023,726606.4744,1023615.755,2008,24.6,22.9,7.72,0.54,0.025,61.85
1023,726606.4744,1023615.755,2009,23.8,22.8,7.97,0.6,0.024,61.55
1023,726606.4744,1023615.755,2010,23.2,20.7,9.21,0.43,0.02,60.83
1023,726606.4744,1023615.755,2011,25.4,27.3,9.17,0.4,0.016,59.8
1023,726606.4744,1023615.755,2012,24.7,21.42,11.26,0.75,0.015,59.92
1025,770408.8693,988910.4968,1998,26.2,20.9,14.49,1.18,0.081,69.4
1025,770408.8693,988910.4968,1999,26.1,20.7,13.57,0.93,0.077,69.34
1025,770408.8693,988910.4968,2000,26,19.1,13.37,0.96,0.069,69.16
1025,770408.8693,988910.4968,2001,26.2,20,12.85,1.15,0.069,68.75
1025,770408.8693,988910.4968,2002,25.8,19,12.36,0.95,0.065,68.19
1025,770408.8693,988910.4968,2003,25.6,19.2,12.27,0.68,0.062,67.06
1025,770408.8693,988910.4968,2004,26.9,20.9,11.1,0.68,0.056,65.77
1025,770408.8693,988910.4968,2005,25.6,20.9,11.11,0.94,0.06,65.69
1025,770408.8693,988910.4968,2006,25.1,25.6,11.26,0.64,0.062,64.19
1025,770408.8693,988910.4968,2007,26,21.8,11.03,0.75,0.059,63.6
1025,770408.8693,988910.4968,2008,25.5,20.6,7.95,0.5,0.041,61.95
1025,770408.8693,988910.4968,2009,24.2,29.1,7.98,0.69,0.037,61.96
1025,770408.8693,988910.4968,2010,24.3,24.9,9,0.53,0.026,60.18
1025,770408.8693,988910.4968,2011,24.9,26.3,9.02,0.49,0.018,60.19
1025,770408.8693,988910.4968,2012,24.2,22.03,11.09,0.77,0.016,59.27
1027,936619.6404,1183406.326,1998,28.8,14.5,15.52,1.47,0.12,79.7
1027,936619.6404,1183406.326,1999,28.7,14.7,13.74,1.52,0.118,80.42
1027,936619.6404,1183406.326,2000,29.2,14.3,13.09,1.76,0.122,81.41
1027,936619.6404,1183406.326,2001,29.8,15.7,13.86,1.78,0.12,81.11
1027,936619.6404,1183406.326,2002,30,14.2,13.92,1.46,0.122,80.87
1027,936619.6404,1183406.326,2003,30.9,14,14.16,1.3,0.132,79.82
1027,936619.6404,1183406.326,2004,30.5,13.9,12.08,1.07,0.13,79.06
1027,936619.6404,1183406.326,2005,29.3,15.8,12.11,1.45,0.141,78.94
1027,936619.6404,1183406.326,2006,29.1,15.6,13.53,0.83,0.143,77.93
1027,936619.6404,1183406.326,2007,28.3,15.5,12.06,0.81,0.148,76.57
1027,936619.6404,1183406.326,2008,28.4,16.9,8.76,1.03,0.129,75.41
1027,936619.6404,1183406.326,2009,28.8,19.2,8.99,1.05,0.078,75.94
1027,936619.6404,1183406.326,2010,30.4,20.6,10.72,0.87,0.058,74.7
1027,936619.6404,1183406.326,2011,29.6,18.7,10.52,0.72,0.063,76.5
1027,936619.6404,1183406.326,2012,28.9,16.18,12.14,1.19,0.039,74.46
1029,963188.5886,1231820.526,1998,29.8,14.4,16.01,1.49,0.179,91.29
1029,963188.5886,1231820.526,1999,29.1,14.4,13.99,1.5,0.175,91.58
1029,963188.5886,1231820.526,2000,28.9,14.4,13.59,1.52,0.179,91.56
1029,963188.5886,1231820.526,2001,28.5,16.5,13.67,1.71,0.178,91.32
1029,963188.5886,1231820.526,2002,29.1,15.2,14.48,1.39,0.179,93.73
1029,963188.5886,1231820.526,2003,29.8,14,14.33,1.36,0.198,92.23
1029,963188.5886,1231820.526,2004,30.3,14.7,12.29,1.37,0.202,90.82
1029,963188.5886,1231820.526,2005,30,15.5,12.38,1.63,0.224,91.3
1029,963188.5886,1231820.526,2006,30.8,15.9,14.01,0.88,0.232,89.64
1029,963188.5886,1231820.526,2007,29.7,15.4,12.6,1.25,0.233,88.44
1029,963188.5886,1231820.526,2008,29.9,14.8,8.94,1.18,0.183,88.13
1029,963188.5886,1231820.526,2009,28.4,17,8.99,1.15,0.082,88.21
1029,963188.5886,1231820.526,2010,29,17.8,10.33,0.8,0.061,87.34
1029,963188.5886,1231820.526,2011,29.2,17.2,10.91,0.86,0.059,87.36
1029,963188.5886,1231820.526,2012,28.5,15.72,12.37,1.26,0.035,87.09
1031,946787.0873,975094.3328,1998,25.5,14.5,15.81,0.85,0.026,75.86
1031,946787.0873,975094.3328,1999,25.8,14.6,14.92,0.8,0.024,74.85
1031,946787.0873,975094.3328,2000,26.2,14.4,13.4,0.66,0.019,75.75
1031,946787.0873,975094.3328,2001,26.9,15.5,12.47,0.85,0.017,75.13
1031,946787.0873,975094.3328,2002,26.7,14.4,12.57,0.79,0.016,76.18
1031,946787.0873,975094.3328,2003,26.7,13.7,12.15,0.99,0.016,75.79
1031,946787.0873,975094.3328,2004,25.8,14.2,12.48,0.69,0.017,73.63
1031,946787.0873,975094.3328,2005,25.6,15.1,12.59,0.68,0.017,72.87
1031,946787.0873,975094.3328,2006,24.8,14.2,11.81,0.67,0.017,72.47
1031,946787.0873,975094.3328,2007,24.6,16.5,12,0.54,0.017,71.37
1031,946787.0873,975094.3328,2008,24.2,15.2,8.16,0.43,0.015,70.49
1031,946787.0873,975094.3328,2009,24.2,15.7,8.95,0.58,0.011,70
1031,946787.0873,975094.3328,2010,24.2,20.1,9.49,0.38,0.008,68.99
1031,946787.0873,975094.3328,2011,23.9,16.9,9.07,0.43,0.006,69.15
1031,946787.0873,975094.3328,2012,23.3,15.34,11.7,0.64,0.004,69.26
1033,743789.2745,1325454.106,1998,27.7,14,18.22,2.02,0.101,84.75
1033,743789.2745,1325454.106,1999,27.7,13.6,14.61,2.12,0.094,85.94
1033,743789.2745,1325454.106,2000,27.7,13.1,15.32,2.05,0.091,86.2
1033,743789.2745,1325454.106,2001,27.4,14.8,14.14,2.16,0.08,87.15
1033,743789.2745,1325454.106,2002,28.4,14.2,15.89,2.43,0.068,86.99
1033,743789.2745,1325454.106,2003,28.6,14,14.32,1.81,0.075,86.37
1033,743789.2745,1325454.106,2004,28.5,14.7,12.53,1.51,0.054,83.79
1033,743789.2745,1325454.106,2005,28.1,15.7,12.56,1.44,0.06,84.17
1033,743789.2745,1325454.106,2006,28.2,14.4,11.86,1.22,0.061,83.36
1033,743789.2745,1325454.106,2007,27.5,16.5,11.09,1.04,0.053,82.76
1033,743789.2745,1325454.106,2008,26.5,12.7,8.2,0.91,0.046,82.52
1033,743789.2745,1325454.106,2009,26.5,16,8.02,0.75,0.027,81.91
1033,743789.2745,1325454.106,2010,26.2,19.2,9.65,0.64,0.03,81.81
1033,743789.2745,1325454.106,2011,25.9,18.7,9.71,0.58,0.025,81.91
1033,743789.2745,1325454.106,2012,25.2,15.19,12.34,1.42,0.017,80.95
1035,851719.0504,968600.8416,1998,27.2,25.7,13.83,1,0.046,78.3
1035,851719.0504,968600.8416,1999,27.2,24.2,13.94,0.86,0.043,79.69
1035,851719.0504,968600.8416,2000,27.5,22.8,12.94,0.77,0.042,79.88
1035,851719.0504,968600.8416,2001,27.4,23.5,12.05,1.06,0.039,79.6
1035,851719.0504,968600.8416,2002,26.5,22.6,11.84,0.91,0.037,80.06
1035,851719.0504,968600.8416,2003,26.6,22.1,11.47,0.94,0.035,80.5
1035,851719.0504,968600.8416,2004,27.2,23.1,11.52,0.68,0.032,77.63
1035,851719.0504,968600.8416,2005,26.5,27.7,11.58,0.8,0.033,78.33
1035,851719.0504,968600.8416,2006,26.7,26.3,11.06,0.61,0.035,77.06
1035,851719.0504,968600.8416,2007,28.3,24.7,10.97,0.52,0.036,76.12
1035,851719.0504,968600.8416,2008,28,24.9,7.86,0.55,0.029,75.79
1035,851719.0504,968600.8416,2009,27.7,27.5,8.03,0.55,0.023,75.85
1035,851719.0504,968600.8416,2010,27.8,25.7,8.97,0.36,0.012,75.53
1035,851719.0504,968600.8416,2011,28.1,27.9,8.99,0.5,0.009,76.58
1035,851719.0504,968600.8416,2012,27.4,25.33,10.96,0.7,0.007,76.3
1037,904809.5675,1142654.543,1998,28.4,15.8,16.18,1.51,0.101,79.29
1037,904809.5675,1142654.543,1999,27.9,15,14.32,1.39,0.101,80.3
1037,904809.5675,1142654.543,2000,28.3,14.5,13.9,1.67,0.106,79.72
1037,904809.5675,1142654.543,2001,29.4,15.5,14.14,1.58,0.103,81.17
1037,904809.5675,1142654.543,2002,29.9,15.3,14.83,1.49,0.107,80.35
1037,904809.5675,1142654.543,2003,30.9,13.5,14.18,1.14,0.11,79.45
1037,904809.5675,1142654.543,2004,31.4,14,12.91,1.24,0.105,77.56
1037,904809.5675,1142654.543,2005,30.8,18.7,12.89,1.32,0.113,77.79
1037,904809.5675,1142654.543,2006,30.1,16.7,13.03,0.81,0.115,77.13
1037,904809.5675,1142654.543,2007,30.1,15.1,12.56,0.87,0.121,76.32
1037,904809.5675,1142654.543,2008,29.4,15.7,8.98,0.8,0.111,74.29
1037,904809.5675,1142654.543,2009,29.5,16.7,9.01,1.02,0.08,74.07
1037,904809.5675,1142654.543,2010,30.4,18.6,11,0.52,0.056,73.24
1037,904809.5675,1142654.543,2011,30.4,25.5,10.09,0.52,0.064,73.12
1037,904809.5675,1142654.543,2012,29.7,16.77,12.53,1.1,0.041,72.16
1039,904857.0021,953605.3385,1998,27.9,19.7,14.94,0.84,0.033,93.96
1039,904857.0021,953605.3385,1999,27.9,18.5,14.4,0.8,0.031,95.04
1039,904857.0021,953605.3385,2000,28.7,17.6,12.98,0.66,0.027,95.5
1039,904857.0021,953605.3385,2001,28.7,18.7,12.01,0.88,0.025,95.37
1039,904857.0021,953605.3385,2002,28.7,17.8,11.74,0.81,0.023,95.6
1039,904857.0021,953605.3385,2003,29.4,17.5,11.87,0.93,0.023,94.84
1039,904857.0021,953605.3385,2004,29.7,18.7,11.85,0.62,0.022,93.71
1039,904857.0021,953605.3385,2005,29.8,18.4,11.86,0.59,0.022,94.56
1039,904857.0021,953605.3385,2006,29.9,16.9,11.36,0.59,0.023,93.06
1039,904857.0021,953605.3385,2007,31.3,19.4,11.17,0.48,0.024,93.37
1039,904857.0021,953605.3385,2008,30.7,18.9,8.01,0.41,0.021,91.95
1039,904857.0021,953605.3385,2009,31.2,22.5,8.39,0.58,0.015,91.8
1039,904857.0021,953605.3385,2010,29.7,20.9,9.04,0.46,0.008,89.97
1039,904857.0021,953605.3385,2011,29.2,24.2,8.99,0.49,0.007,90.12
1039,904857.0021,953605.3385,2012,28.5,19.37,11.2,0.63,0.005,91.32
1041,912418.1539,1008415.674,1998,28,20.4,15.45,1.15,0.024,79.31
1041,912418.1539,1008415.674,1999,28.2,20.2,14.82,0.84,0.023,79.46
1041,912418.1539,1008415.674,2000,28,19.1,13.16,0.89,0.021,79.59
1041,912418.1539,1008415.674,2001,28.1,19.7,12.57,1.08,0.02,80.1
1041,912418.1539,1008415.674,2002,28.2,17.9,12.82,0.86,0.019,80.8
1041,912418.1539,1008415.674,2003,28.8,17.6,12.65,1.29,0.019,79.73
1041,912418.1539,1008415.674,2004,28.8,18.6,12.41,0.77,0.018,77.98
1041,912418.1539,1008415.674,2005,28.5,23.5,12.49,0.8,0.02,78.29
1041,912418.1539,1008415.674,2006,28.1,20,11.97,0.62,0.02,78.54
1041,912418.1539,1008415.674,2007,28.1,18.3,11.87,0.68,0.02,78.88
1041,912418.1539,1008415.674,2008,27.2,18.9,8.02,0.54,0.017,78.17
1041,912418.1539,1008415.674,2009,26.6,20.6,9,0.56,0.013,77.2
1041,912418.1539,1008415.674,2010,27.2,20.3,9.72,0.37,0.009,75.95
1041,912418.1539,1008415.674,2011,28,18.2,9.06,0.45,0.008,76.5
1041,912418.1539,1008415.674,2012,27.3,19.56,11.73,0.75,0.005,76.38
1043,834706.1576,1269855.848,1998,29.1,13.2,19.14,2.3,0.175,81.65
1043,834706.1576,1269855.848,1999,30.2,12.9,15.33,2.4,0.154,82.74
1043,834706.1576,1269855.848,2000,30.2,12.8,15.51,2.47,0.136,84.1
1043,834706.1576,1269855.848,2001,30.5,14.2,16.52,2.45,0.115,84.18
1043,834706.1576,1269855.848,2002,31.1,14,16.1,2.03,0.112,84.7
1043,834706.1576,1269855.848,2003,31,13.3,15.3,1.72,0.117,83.54
1043,834706.1576,1269855.848,2004,30.3,13.8,13.08,1.38,0.12,81.68
1043,834706.1576,1269855.848,2005,29.9,14.7,13.04,1.28,0.132,81.8
1043,834706.1576,1269855.848,2006,29.8,15.7,13.87,1.17,0.133,80.92
1043,834706.1576,1269855.848,2007,29.4,14.2,11.25,0.92,0.133,79.47
1043,834706.1576,1269855.848,2008,28.7,14.8,8.99,1.1,0.097,80.5
1043,834706.1576,1269855.848,2009,28.5,19.3,8.92,1.1,0.075,79.2
1043,834706.1576,1269855.848,2010,27.6,19.2,10.76,0.68,0.046,76.62
1043,834706.1576,1269855.848,2011,27.5,18.2,10.86,0.69,0.036,78.09
1043,834706.1576,1269855.848,2012,26.8,15.27,13.19,1.5,0.021,77.56
1045,981951.9843,982254.8233,1998,27.7,16.9,15.87,0.89,0.023,87.66
1045,981951.9843,982254.8233,1999,27.3,16.4,15.17,0.75,0.022,89.31
1045,981951.9843,982254.8233,2000,27,15.3,13.91,0.7,0.017,89.31
1045,981951.9843,982254.8233,2001,27.3,16.4,12.88,0.92,0.015,89.68
1045,981951.9843,982254.8233,2002,27.1,16.1,12.87,0.82,0.014,90.04
